Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,BC1,BC2
219,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C4,Sample_213,A59,P04
220,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D4,Sample_214,A60,P04
221,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E4,Sample_215,A61,P04
222,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F4,Sample_216,A62,P04
223,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G4,Sample_217,A63,P04
224,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H4,Sample_218,A64,P04
225,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A5,Sample_219,A57,P05
226,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B5,Sample_220,A58,P05
227,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C5,Sample_221,A59,P05
228,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D5,Sample_222,A60,P05
229,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E5,Sample_223,A61,P05
230,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F5,Sample_224,A62,P05
231,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G5,Ext-NTC,A63,P05
232,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H5,Sample_225,A64,P05
233,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A6,Sample_226,A57,P06
234,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B6,Sample_227,A58,P06
235,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C6,Sample_228,A59,P06
236,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D6,Sample_229,A60,P06
237,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E6,Sample_230,A61,P06
238,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F6,Sample_231,A62,P06
239,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G6,Sample_232,A63,P06
240,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H6,Siha-HeLa,A64,P06
241,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A7,Sample_233,A57,P07
242,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B7,Sample_234,A58,P07
243,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C7,Sample_235,A59,P07
244,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D7,Sample_236,A60,P07
245,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E7,Sample_237,A61,P07
246,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F7,Sample_238,A62,P07
247,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G7,Sample_239,A63,P07
248,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H7,Sample_240,A64,P07
249,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A8,Sample_241,A57,P08
250,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B8,Sample_242,A58,P08
251,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C8,Sample_243,A59,P08
252,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D8,Sample_244,A60,P08
253,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E8,Sample_245,A61,P08
254,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F8,Sample_246,A62,P08
255,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G8,Sample_247,A63,P08
256,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H8,Sample_248,A64,P08
257,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A9,Sample_249,A57,P09
258,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B9,Sample_250,A58,P09
259,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C9,Sample_251,A59,P09
260,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D9,Sample_252,A60,P09
261,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E9,Sample_253,A61,P09
262,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F9,Sample_254,A62,P09
263,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G9,Sample_255,A63,P09
264,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H9,Sample_256,A64,P09
265,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A10,Sample_257,A57,P10
266,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B10,Sample_258,A58,P10
267,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C10,Sample_259,A59,P10
268,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D10,Sample_260,A60,P10
269,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E10,Sample_261,A61,P10
270,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F10,Sample_262,A62,P10
271,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G10,Sample_263,A63,P10
272,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H10,Sample_264,A64,P10
273,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A11,Sample_265,A57,P11
274,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B11,Sample_266,A58,P11
275,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C11,Sample_267,A59,P11
276,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D11,Sample_268,A60,P11
277,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E11,Sample_269,A61,P11
278,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F11,Sample_270,A62,P11
279,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G11,PCR-NTC,A63,P11
280,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H11,Sample_271,A64,P11
281,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A12,Sample_272,A57,P12
282,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B12,Sample_273,A58,P12
283,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C12,Sample_274,A59,P12
284,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D12,Sample_275,A60,P12
285,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E12,Sample_276,A61,P12
286,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F12,Sample_277,A62,P12
287,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G12,Sample_278,A63,P12
288,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H12,Sample_279,A64,P12
289,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A1,Sample_280,A57,P13
290,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B1,Sample_281,A58,P13
291,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C1,Sample_282,A59,P13
292,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D1,Sample_283,A60,P13
293,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E1,Sample_284,A61,P13
294,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F1,Sample_285,A62,P13
295,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G1,Sample_286,A63,P13
296,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H1,Sample_287,A64,P13
297,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A2,Sample_288,A57,P14
298,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B2,Sample_289,A58,P14
299,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C2,Sample_290,A59,P14
300,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D2,Sample_291,A60,P14
301,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E2,Sample_292,A61,P14
302,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F2,Siha-HeLa,A62,P14
303,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G2,Sample_293,A63,P14
304,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H2,Sample_294,A64,P14
305,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A3,Sample_295,A57,P15
306,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B3,Sample_296,A58,P15
307,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C3,Sample_297,A59,P15
308,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D3,Ext-NTC,A60,P15
309,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E3,Sample_298,A61,P15
310,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F3,Sample_299,A62,P15
311,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G3,Sample_300,A63,P15
312,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H3,Sample_301,A64,P15
313,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A4,Sample_302,A57,P16
314,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B4,Sample_303,A58,P16
315,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C4,Sample_304,A59,P16
316,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D4,Sample_305,A60,P16
317,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E4,Sample_306,A61,P16
318,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F4,Sample_307,A62,P16
319,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G4,Sample_308,A63,P16
320,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H4,Sample_309,A64,P16
321,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A5,Sample_310,A57,P17
322,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B5,Sample_311,A58,P17
323,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C5,Sample_312,A59,P17
324,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D5,Sample_313,A60,P17
325,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E5,Sample_314,A61,P17
